code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,date
300389,艾比森,-4.768,7.59,8.22,8.24,7.55,7.97,7044076,4.29841,54806352,22.529,1.892,242116.577307,124382.068437,2021-03-10
300388,节能国祯,-0.84,8.26,8.29,8.47,8.2,8.33,6936100,1.00306,57762873,15.24,1.525,577340.276072,571172.490294,2021-03-10
300387,富邦股份,-3.009,6.77,7.06,7.1,6.77,6.98,2774240,0.96203,19049495,32.238,1.5819999999999999,196792.403186,195229.689502,2021-03-10
300386,飞天诚信,-1.679,16.98,17.74,17.81,16.92,17.27,4784304,2.11578,82817470,77.182,3.842,709838.712,383959.1463,2021-03-10
300385,雪浪环境,-3.057,6.66,6.85,7.05,6.64,6.87,4232126,1.75426,28541491,15.435,1.713,221875.190712,160671.589578,2021-03-10
300384,三联虹普,-1.384,13.54,13.84,13.96,13.5,13.73,1411669,0.63888,19257812,23.462,2.171,434300.033192,299178.741906,2021-03-10
300383,光环新网,-4.043,17.8,18.9,18.95,17.79,18.55,26612463,1.77173,481811826,32.963,3.047,2746789.05938,2673667.10972,2021-03-10
300382,斯莱克,-6.2780000000000005,8.36,9.02,9.02,8.34,8.92,5410067,0.9583600000000001,46759223,49.176,4.626,471980.03094,471931.68924,2021-03-10
300381,溢多利,-7.0,9.3,9.93,10.0,9.18,10.0,9271700,1.96983,88646744,30.452,1.572,455755.86417,437736.55989,2021-03-10
300380,安硕信息,-2.239,17.9,18.5,18.57,17.81,18.31,1575017,1.26711,28477362,79.134,5.689,252407.4525,222496.47553,2021-03-10
300379,东方通,-5.456,37.6,40.13,41.0,37.23,39.77,10737166,4.06184,411245126,70.943,5.908,1058685.18208,993926.37496,2021-03-10
300378,鼎捷软件,-0.986,23.1,23.95,24.0,22.86,23.33,5104042,1.91992,119109275,59.231,4.193,615077.58543,614105.65293,2021-03-10
300377,赢时胜,-3.465,7.8,8.18,8.18,7.77,8.08,12318321,2.16852,97761216,42.437,2.054,586620.1224,443079.86424,2021-03-10
300376,易事特,-0.803,6.18,6.33,6.36,6.15,6.23,23941915,1.03713,148829983,34.915,2.5540000000000003,1429685.202168,1426645.167468,2021-03-10
300375,鹏翎股份,-3.553,3.8,3.96,4.0,3.79,3.94,6507300,1.42801,25113317,17.273,1.226,270226.80308,173162.59558,2021-03-10
300374,中铁装配,6.203,14.04,13.01,14.38,13.01,13.22,10732863,6.31763,146413698,52.0,2.211,345260.921148,238522.179168,2021-03-10
300373,扬杰科技,-0.62,36.87,37.89,37.96,36.8,37.1,8535563,1.8125300000000002,318245156,76.813,6.242,1889219.201883,1736276.874513,2021-03-10
300371,汇中股份,-0.317,12.57,12.7,12.82,12.5,12.61,620200,0.5661900000000001,7837634,19.054,2.711,210871.20264,137691.249546,2021-03-10
300370,安控科技,-5.106,2.23,2.37,2.4,2.22,2.35,23510220,2.4958,53598049,530.952,2.9619999999999997,213443.634712,210064.027342,2021-03-10
300369,绿盟科技,0.9420000000000001,16.08,16.2,16.25,15.83,15.93,13298935,1.81459,213736446,57.429,3.907,1283406.182184,1178488.379064,2021-03-10
300368,汇金股份,-3.077,12.6,13.4,13.5,12.6,13.0,19594195,3.80518,254923759,150.179,7.5120000000000005,670248.7785,648817.64388,2021-03-10
300367,ST网力,-6.25,2.85,3.03,3.07,2.82,3.04,12273466,1.27667,36035018,-1.069,11.831,340795.16706,273988.936935,2021-03-10
300366,创意信息,-4.071,7.07,7.48,7.56,7.02,7.37,12294444,3.56915,87778379,31.05,1.491,371582.33805,243535.890339,2021-03-10
300365,恒华科技,-1.5710000000000002,9.4,9.58,9.68,9.27,9.55,4986410,1.43215,46942292,19.184,2.625,569370.19086,327286.74848,2021-03-10
300364,中文在线,0.455,6.63,6.67,6.75,6.54,6.6,7406544,1.17231,49156208,-8.443,3.307,482196.79053,418875.963129,2021-03-10
300363,博腾股份,6.582,41.29,39.7,42.1,39.36,38.74,6323591,1.41482,257689661,117.971,6.806,2241004.563757,1845469.007193,2021-03-10
300362,天翔环境,0.0,0.0,0.0,0.0,0.0,1.49,0,0.0,0,-0.34,-0.374,65112.87931,41653.719138,2021-03-10
300360,炬华科技,-0.365,8.18,8.28,8.33,8.16,8.21,2421912,0.5563600000000001,19889952,13.633,1.774,412588.669068,356083.558732,2021-03-10
300359,全通教育,-2.31,5.92,6.1,6.12,5.91,6.06,8883750,1.66504,53139731,-5.333,5.786,375389.225824,315859.2616,2021-03-10
300358,楚天科技,-1.561,10.72,11.03,11.07,10.72,10.89,3393137,0.7417400000000001,36815239,107.2,2.078,567169.657456,490391.56168,2021-03-10
300357,我武生物,0.593,57.72,58.76,59.9,57.41,57.38,5172178,1.10233,302891779,101.316,21.496,3022126.848,2708245.94976,2021-03-10
300356,光一科技,-3.501,4.41,4.69,4.73,4.39,4.57,30262416,7.95802,136910955,71.359,1.7429999999999999,179885.93742,167701.685571,2021-03-10
300355,蒙草生态,-2.723,3.93,4.06,4.12,3.88,4.04,43353647,3.31528,172205499,98.25,1.584,630467.137833,513923.525064,2021-03-10
300354,东华测试,-3.223,12.31,12.73,12.87,12.26,12.72,888901,1.22574,11090247,55.955,4.382,170272.167431,89271.882417,2021-03-10
300353,东土科技,-1.714,6.88,7.11,7.24,6.84,7.0,6588700,1.7274600000000002,45816267,-8.025,2.122,351554.857136,262409.24064,2021-03-10
300352,北信源,-3.688,4.44,4.68,4.68,4.39,4.61,28720531,2.4332700000000003,129062938,288.312,2.779,643721.894628,524063.9781,2021-03-10
300351,永贵电器,-2.354,8.71,8.86,8.98,8.61,8.92,1704900,0.68437,14922418,-7.777,1.709,334152.057447,216983.774332,2021-03-10
300350,华鹏飞,-5.411,4.37,4.66,4.73,4.36,4.62,11602240,3.55858,51904837,-3.9370000000000003,5.491,208328.577221,142477.483347,2021-03-10
300349,金卡智能,-2.9,11.05,11.4,11.5,11.03,11.38,2172328,0.57113,24340413,11.276,1.29,474105.029125,420295.951335,2021-03-10
300348,长亮科技,-2.439,16.4,17.17,17.2,16.28,16.81,7117179,1.22027,118057205,54.161,10.056,1183226.34392,956526.82988,2021-03-10
300347,泰格医药,4.369,126.6,125.57,128.8,124.02,121.3,12012325,2.11768,1518911748,112.035,6.908,11045641.21128,7181250.98124,2021-03-10
300346,南大光电,-1.23,30.51,31.11,31.45,29.71,30.89,10567337,2.84647,320622470,222.052,9.481,1241423.968095,1132662.42351,2021-03-10
300345,华民股份,-2.844,4.1,4.23,4.31,4.06,4.22,12629800,2.86198,52497511,37.273,3.59,180931.14803,180931.14803,2021-03-10
300344,立方数科,-2.5460000000000003,4.21,4.4,4.4,4.18,4.32,3260636,1.1641,13871600,127.19,3.692,208864.357744,117922.277662,2021-03-10
300343,联创股份,-5.806,2.92,3.12,3.16,2.91,3.1,48864001,5.67649,145947587,-2.299,3.9210000000000003,338015.102072,251357.760124,2021-03-10
300342,天银机电,-2.195,10.25,10.52,10.7,10.1,10.48,4550607,1.08609,46790404,31.061,3.061,442572.7288,429463.539475,2021-03-10
300341,麦克奥迪,0.114,8.77,8.81,8.94,8.74,8.76,1332000,0.26136000000000004,11719565,30.169,4.239,447413.245672,446956.635622,2021-03-10
300340,科恒股份,-2.503,9.74,10.11,10.15,9.72,9.99,5442260,3.18006,53680417,67.875,1.5110000000000001,206628.95728,166687.55975,2021-03-10
300339,润和软件,-3.977,8.21,8.64,8.67,8.17,8.55,13105799,1.69882,109829374,-3.5700000000000003,2.2439999999999998,653853.300461,633371.321682,2021-03-10
300338,开元教育,-4.456,5.36,5.65,5.69,5.34,5.61,3079202,1.02084,16802077,-2.9130000000000003,1.452,182874.887712,161675.322304,2021-03-10
300337,银邦股份,-2.935,4.63,4.86,4.87,4.61,4.77,17947900,2.53381,83989902,231.5,2.593,380548.96,327959.964791,2021-03-10
300336,新文化,-5.212,2.91,3.09,3.12,2.91,3.07,22584250,3.06216,67340937,-2.466,1.274,234612.985872,214620.462342,2021-03-10
300335,迪森股份,-2.273,4.73,4.88,4.93,4.7,4.84,11899712,4.2136,57088371,20.565,1.27,176399.691974,133580.89965,2021-03-10
300334,津膜科技,-2.174,5.85,6.03,6.1,5.85,5.98,4408700,1.47829,26235273,-2.127,2.19,176708.23326,174464.7606,2021-03-10
300333,兆日科技,-3.315,7.0,7.34,7.38,6.96,7.24,10303539,3.10189,72988549,185.676,2.847,235200.0,232519.0469,2021-03-10
300332,天壕环境,-2.296,4.68,4.81,4.89,4.67,4.79,7409900,0.8834500000000001,35281185,93.6,1.195,411934.002012,392534.770212,2021-03-10
300331,苏大维格,-6.583,24.55,26.4,26.5,24.52,26.28,2763500,1.67057,69733221,55.008,3.638,554949.904655,406113.639305,2021-03-10
300330,华虹计通,-0.466,8.55,8.9,8.91,8.39,8.59,2533000,1.50815,21694171,285.0,3.916,146340.0045,143601.165045,2021-03-10
300329,海伦钢琴,-3.487,6.09,6.35,6.37,6.08,6.31,2809774,1.11415,17346438,29.0,1.565,154417.96692,153583.393929,2021-03-10
300328,宜安科技,-2.766,7.03,7.35,7.39,7.02,7.23,6508342,0.95596,46436736,31.384,3.7119999999999997,485367.7908,478613.7183,2021-03-10
300327,中颖电子,-1.6800000000000002,37.46,38.99,39.08,37.2,38.1,6446779,2.31231,244332555,50.221,10.51,1059617.039928,1044396.457552,2021-03-10
300326,凯利泰,-2.624,10.02,10.46,10.56,9.99,10.29,17513238,2.44542,178064605,23.92,2.427,724422.285666,717598.505346,2021-03-10
300325,ST德威,-5.714,1.65,1.74,1.78,1.65,1.75,52279800,5.24353,88516630,-2.8449999999999998,2.286,165947.609025,164510.831595,2021-03-10
300324,旋极信息,-6.034,3.27,3.58,3.64,3.16,3.48,90623841,8.14273,297876220,21.627,1.1219999999999999,573132.996465,363931.853169,2021-03-10
300323,华灿光电,-3.818,13.35,13.99,14.4,13.31,13.88,16317963,1.95686,223843029,-13.906,3.1,1655715.664755,1113235.413675,2021-03-10
300322,硕贝德,-3.265,10.37,10.91,11.02,10.35,10.72,3292723,0.8602200000000001,34807267,45.087,6.271,482979.044799,396938.567857,2021-03-10
300321,同大股份,1.449,16.8,16.51,16.98,16.29,16.56,644772,0.78749,10776738,37.804,2.375,149184.0,137553.15504,2021-03-10
300320,海达股份,-6.818,5.33,5.7,5.7,5.3,5.72,31677233,6.47039,173111303,14.405,1.7650000000000001,320457.823803,260942.015113,2021-03-10
300319,麦捷科技,-3.678,8.38,8.79,8.85,8.3,8.7,11740121,1.7830300000000001,99351998,129.122,2.73,584070.137498,551770.71718,2021-03-10
300318,博晖创新,1.225,8.26,8.25,8.55,7.93,8.16,18154742,2.53162,148669044,2664.516,5.188,674759.80887,592341.484266,2021-03-10
300317,珈伟新能,-2.609,5.6,5.76,5.85,5.57,5.75,12631859,1.6424,71963217,-4.374,2.408,461598.9644,430700.956,2021-03-10
300316,晶盛机电,1.134,32.1,32.93,33.15,31.73,31.74,12309359,1.01959,396523444,64.2,8.384,4127062.85844,3875384.9463,2021-03-10
300315,掌趣科技,-3.73,5.42,5.7,5.73,5.38,5.63,90961310,3.45567,500583667,41.692,2.625,1494556.432064,1426669.118532,2021-03-10
300314,戴维医疗,0.0,15.26,15.41,15.58,15.11,15.26,3702713,1.95544,56697060,32.468,4.609,439488.0,288955.192848,2021-03-10
300313,天山生物,2.989,17.23,16.6,17.72,16.13,16.73,18599703,10.09948,318602667,-90.684,36.974,539260.053308,317316.201958,2021-03-10
300312,邦讯技术,-12.063,5.54,5.66,6.37,5.34,6.3,51228588,22.57416,296479356,277.0,311.236,177302.16,125721.796654,2021-03-10
300311,任子行,-4.301,5.34,5.64,5.68,5.33,5.58,16842763,3.30087,91641306,-35.863,4.301,359718.5001,272474.764512,2021-03-10
300310,宜通世纪,-2.968,4.25,4.45,4.48,4.23,4.38,13792700,1.99389,59269338,106.25,2.132,374704.875675,293993.3233,2021-03-10
300309,吉艾科技,-4.839,2.36,2.47,2.5,2.35,2.48,29178400,3.48433,70063631,-1.7229999999999999,9.025,209125.20854,197630.475248,2021-03-10
300308,中际旭创,0.051000000000000004,39.19,39.9,40.2,39.06,39.17,4686912,0.68752,184865030,53.685,3.683,2794310.805239,2671630.758435,2021-03-10
300307,慈星股份,8.199,8.05,7.5,8.06,7.41,7.44,17168290,2.22455,134338745,-7.385,2.056,628336.12968,621270.862835,2021-03-10
300306,远方信息,-2.641,8.11,8.43,8.44,8.09,8.33,2286100,1.52047,18765685,18.432,1.495,218125.568958,121937.925275,2021-03-10
300305,裕兴股份,-0.21,9.49,9.56,9.66,9.46,9.51,2190900,0.9419400000000001,20918824,28.602,1.714,274026.597,220732.957731,2021-03-10
300304,云意电气,-1.477,4.67,4.83,4.86,4.65,4.74,10367500,1.22857,49131388,29.188,1.9580000000000002,404438.820406,394087.165778,2021-03-10
300303,聚飞光电,1.183,5.13,5.12,5.17,4.93,5.07,21706597,1.8878,109471041,20.52,2.825,655667.811135,589865.158008,2021-03-10
300302,同有科技,-3.153,8.6,8.99,9.07,8.58,8.88,4712182,1.3751,41125853,339.921,2.96,412689.2578,294704.52652,2021-03-10
300301,长方集团,-4.687,3.66,3.82,3.85,3.62,3.84,43520326,5.945,161036571,-6.734,2.472,289179.809454,267929.996952,2021-03-10
300300,海峡创新,-4.072,4.24,4.47,4.5,4.23,4.42,12853808,1.915,55703340,-3.6550000000000002,2.342,284672.28984,284595.984256,2021-03-10
300299,富春股份,-5.099,5.77,6.11,6.17,5.74,6.08,17734533,2.773,104041192,-7.397,8.452,398839.412845,369016.104434,2021-03-10
300298,三诺生物,-0.28200000000000003,31.78,32.4,32.8,30.03,31.87,5939672,1.3052000000000001,184537068,71.496,6.6370000000000005,1796570.224652,1446241.700778,2021-03-10
300297,蓝盾股份,-3.778,4.33,4.55,4.58,4.31,4.5,37993404,3.71252,166128265,-5.623,1.405,541178.905297,443126.296911,2021-03-10
300296,利亚德,-1.776,7.19,7.4,7.46,7.18,7.32,42031371,2.16607,306274776,25.975,2.14,1828346.162682,1395176.641129,2021-03-10
300295,三六五网,-3.048,10.18,10.6,10.64,10.15,10.5,2123622,1.30321,21991137,19.208,1.529,195748.9295,165886.305682,2021-03-10
300294,博雅生物,-1.241,23.08,23.61,23.96,22.95,23.37,8205112,1.95734,192025442,23.08,2.456,1000113.783804,967505.538156,2021-03-10
300293,蓝英装备,-12.234,14.85,17.0,17.91,14.76,16.92,34368971,12.72925,557747194,247.5,5.446,400950.0,400950.0,2021-03-10
300292,吴通控股,-4.79,3.18,3.38,3.4,3.16,3.34,26665207,2.54189,86164571,63.6,2.489,405402.451368,333591.64017,2021-03-10
300291,华录百纳,-1.972,4.97,5.05,5.08,4.95,5.07,7145400,0.9371400000000001,35770817,35.475,1.297,456741.269446,378948.059168,2021-03-10
300290,荣科科技,-0.725,5.48,5.55,5.59,5.41,5.52,9637700,1.75751,52815697,68.931,2.473,327445.30564,300508.85336,2021-03-10
300289,利德曼,5.346,6.7,6.37,6.88,6.24,6.36,14592900,3.49435,95068546,426.752,2.141,282104.82995,279801.4202,2021-03-10
300288,朗玛信息,6.31,9.94,9.55,10.49,9.51,9.35,16678885,6.71671,167211965,49.7,2.373,335913.753588,246829.474654,2021-03-10
300287,飞利信,-4.23,3.17,3.35,3.36,3.13,3.31,44159923,3.80582,141095382,158.5,1.238,454981.797136,367822.899468,2021-03-10
300286,安科瑞,-1.591,13.61,13.9,14.15,13.52,13.83,2400302,1.39335,32944004,25.204,3.668,292532.829625,234456.522074,2021-03-10
300285,国瓷材料,0.677,38.65,39.4,39.66,38.25,38.39,10455438,1.38136,406373656,64.417,7.767,3879726.95637,2925399.433955,2021-03-10
300284,苏交科,-3.746,5.91,6.19,6.2,5.88,6.14,13688679,2.02854,82220421,7.934,1.168,574100.93418,398808.999702,2021-03-10
300283,温州宏丰,-3.745,5.14,5.42,5.47,5.11,5.34,12000603,4.61312,62710355,85.667,3.394,224661.80822,133712.27097,2021-03-10
300282,三盛教育,-3.406,3.97,4.12,4.17,3.97,4.11,6715650,1.7974999999999999,27144665,132.333,0.614,148599.662635,148323.035417,2021-03-10
300281,金明精机,-4.291,5.13,5.4,5.47,5.12,5.36,6132800,1.54352,31973905,85.5,1.713,214907.79654,203828.192856,2021-03-10
300280,紫天科技,-0.306,48.85,49.0,50.78,47.19,49.0,3373201,2.18609,163921836,44.817,4.045,791691.15944,753770.980565,2021-03-10
300279,和晶科技,-4.049,4.74,4.98,5.04,4.72,4.94,10425600,2.37195,50113733,373.228,2.325,212798.507052,208340.185818,2021-03-10
300278,华昌达,-1.013,3.91,3.97,4.26,3.9,3.95,43036900,10.60425,175205144,-1.4060000000000001,11.486,233498.714092,158685.732433,2021-03-10
300277,海联讯,-2.706,7.55,7.85,7.87,7.52,7.76,2678593,0.8010400000000001,20471337,233.746,5.313,252925.0,252464.921875,2021-03-10
300276,三丰智能,-5.758,3.11,3.34,3.37,3.11,3.3,21745215,2.4325200000000002,68979609,8.886,1.204,445094.044782,278015.120434,2021-03-10
300275,梅安森,-2.753,8.83,9.15,9.18,8.81,9.08,1904600,1.51247,17104705,54.506,2.841,149429.9134,111192.991774,2021-03-10
300274,阳光电源,1.409,69.08,70.87,71.47,68.28,68.12,59635176,5.48965,4163759066,113.246,10.382,10064537.0298,7504297.876108,2021-03-10
300273,和佳医疗,-3.383,5.14,5.27,5.36,5.12,5.32,13820770,2.2935600000000003,71766549,102.8,1.5630000000000002,408380.594864,309731.252804,2021-03-10
300272,开能健康,-3.004,4.52,4.66,4.77,4.51,4.66,3404363,0.82857,15601621,26.588,2.158,260745.903988,185713.149148,2021-03-10
300271,华宇软件,-4.148,18.95,19.87,20.0,18.81,19.77,11411527,1.58669,219627931,25.608,2.556,1546860.213335,1362891.89457,2021-03-10
300270,中威电子,-1.336,5.17,5.32,5.32,5.16,5.24,1809100,0.9135200000000001,9461388,-17.828,1.748,156550.716476,102385.214305,2021-03-10
300269,联建光电,-6.5,3.74,4.02,4.08,3.65,4.0,32510586,7.75932,124018682,-1.612,6.617,208577.024546,156701.308544,2021-03-10
300268,佳沃股份,-2.075,10.38,10.9,10.9,10.33,10.6,1236100,0.9237500000000001,13007904,-11.003,-3.304,180819.6,138898.90605,2021-03-10
300267,尔康制药,-0.775,3.84,3.9,3.92,3.84,3.87,6217500,0.4378,24010562,49.042,1.3599999999999999,792040.27008,545347.172736,2021-03-10
300266,兴源环境,-2.201,3.11,3.19,3.24,3.11,3.18,13253786,0.8557,41772691,155.5,1.949,491856.158727,481702.120376,2021-03-10
300265,通光线缆,-2.252,8.68,8.97,9.06,8.64,8.88,4234752,1.16307,37196991,108.5,2.523,316780.672656,316039.02134,2021-03-10
300264,佳创视讯,-5.78,3.26,3.47,3.54,3.24,3.46,9043280,2.72322,30148788,-8.547,4.596,134670.6,108258.352862,2021-03-10
300263,隆华科技,-3.271,6.21,6.5,6.52,6.17,6.42,14876100,2.0355,93700574,32.361,1.944,567838.241784,453847.278096,2021-03-10
300262,巴安水务,-0.804,3.7,3.7,3.75,3.6,3.73,9142570,1.9941,33548239,30.833,1.054,247813.78963,169637.71063,2021-03-10
300261,雅本化学,-1.138,6.08,6.26,6.29,6.05,6.15,11353113,1.21768,69449145,71.698,2.908,585692.158368,566873.122272,2021-03-10
300260,新莱应材,-4.545,13.23,14.0,14.1,13.1,13.86,3800200,2.50344,51062059,42.677,2.725,299737.963161,200830.544019,2021-03-10
300259,新天科技,-2.045,4.31,4.44,4.46,4.3,4.4,8106885,0.9957400000000001,35349173,18.739,2.112,506708.579898,350901.732081,2021-03-10
300258,精锻科技,-3.151,12.6,13.11,13.32,12.53,13.01,3391716,0.8997100000000001,43184863,29.35,2.59,607031.14878,474994.21158,2021-03-10
300257,开山股份,-3.29,14.99,15.43,15.62,14.89,15.5,3283366,0.40132,49706465,83.278,3.477,1489458.891982,1226388.124492,2021-03-10
300256,星星科技,-2.045,5.27,5.34,5.42,5.25,5.38,19710577,2.05795,104220141,29.278,2.578,504832.480692,504749.478192,2021-03-10
300255,常山药业,-0.166,6.01,6.1,6.1,5.99,6.02,4533230,0.6652100000000001,27361297,25.042,2.0,561915.093678,409563.695375,2021-03-10
300254,仟源医药,-2.257,5.63,5.85,5.85,5.6,5.76,1466000,0.76104,8309925,221.654,1.554,128347.628523,108451.272142,2021-03-10
300253,卫宁健康,-5.3,16.44,17.66,17.96,16.31,17.36,49287930,2.83618,824370765,66.748,8.691,3511527.00252,2856990.02112,2021-03-10
300252,金信诺,-3.121,7.14,7.46,7.52,7.12,7.37,6442930,1.56636,46712519,59.5,1.703,412319.887476,293690.99088,2021-03-10
300251,光线传媒,-5.962,11.83,12.68,12.72,11.77,12.58,22562701,0.81044,274480634,36.969,3.928,3470458.775056,3293483.394656,2021-03-10
300250,初灵信息,-3.202,9.07,9.38,9.53,9.06,9.37,2314300,1.45245,21328759,43.19,1.827,199530.841114,144519.635839,2021-03-10
300249,依米康,-0.28400000000000003,7.02,7.1,7.17,6.86,7.04,4423702,1.4491100000000001,30979534,936.0,4.266,307104.076188,214299.7155,2021-03-10
300248,新开普,-2.785,8.03,8.36,8.41,8.01,8.26,6809238,1.69629,55320702,24.497,2.289,386317.273485,322340.160428,2021-03-10
300247,融捷健康,-5.1370000000000005,2.77,2.91,2.95,2.76,2.92,21013786,2.61682,59409254,-3.112,2.649,222719.166701,222438.704201,2021-03-10
300246,宝莱特,-1.334,22.92,23.41,23.55,22.92,23.23,1433300,1.33016,33096919,51.738,4.019,334833.696,246971.85858,2021-03-10
300245,天玑科技,-2.11,8.35,8.67,8.67,8.34,8.53,2684658,0.87175,22671329,75.909,1.7970000000000002,261737.006655,257146.856345,2021-03-10
300244,迪安诊断,-1.655,30.9,31.97,32.29,30.75,31.42,8232142,1.79916,257540401,55.179,4.049,1917216.13464,1413841.17402,2021-03-10
300243,瑞丰高材,-6.25,13.65,14.75,14.95,13.6,14.56,9224819,4.91321,128855857,42.656,4.4030000000000005,317120.691615,256286.190615,2021-03-10
300242,佳云科技,-6.103,4.0,4.3,4.35,4.0,4.26,15480103,2.6041,63383586,298.507,2.434,253822.0896,237780.6792,2021-03-10
300241,瑞丰光电,-3.058,6.34,6.62,6.65,6.2,6.54,14031278,3.29392,89418585,-26.785,2.745,339694.006542,270067.839974,2021-03-10
300240,飞力达,-4.486,5.11,5.37,5.37,5.1,5.35,3319000,0.9178700000000001,17313018,56.778,1.587,186801.03225,184777.320994,2021-03-10
300239,东宝生物,-2.529,5.01,5.19,5.2,5.0,5.14,8268002,1.63725,41837659,71.165,2.656,261426.864108,253001.91384,2021-03-10
300238,冠昊生物,-3.513,18.95,19.66,19.92,18.95,19.64,3891600,1.51159,74640986,105.278,6.881,502470.053395,487869.362645,2021-03-10
300237,美晨生态,-4.089,2.58,2.7,2.73,2.56,2.69,41543042,2.88524,109150580,43.0,1.058,374892.70758,371480.848758,2021-03-10
300236,上海新阳,-2.446,43.08,44.18,44.5,42.5,44.16,6625535,2.31654,285647089,59.298,2.372,1252115.530128,1232129.98146,2021-03-10
300235,方直科技,-3.697,10.68,11.18,11.26,10.66,11.09,1644300,1.46135,17880843,56.211,2.731,179243.60412,120170.801436,2021-03-10
300234,开尔新材,3.056,8.43,7.98,8.88,7.75,8.18,88563515,27.98973,748413162,40.143,4.764,431130.504498,266737.306323,2021-03-10
300233,金城医药,-0.168,23.82,24.5,24.85,23.39,23.86,3282595,0.8963500000000001,77973561,45.808,2.249,929669.203116,872327.081298,2021-03-10
300232,洲明科技,-1.484,8.63,8.84,8.84,8.52,8.76,7720109,1.07926,66958378,14.627,2.451,847685.231342,617319.049102,2021-03-10
300231,银信科技,-3.474,7.78,8.11,8.19,7.75,8.06,7907276,2.19745,62236013,24.636,2.615,343953.97116,279954.509378,2021-03-10
300230,永利股份,-2.113,4.17,4.42,4.48,4.16,4.26,11458580,2.0678900000000002,49227218,12.91,1.167,340357.919097,231068.05668,2021-03-10
300229,拓尔思,-3.337,9.56,9.98,10.07,9.55,9.89,8522550,1.20805,82857949,28.952,3.539,685468.08948,674441.52334,2021-03-10
300228,富瑞特装,-3.466,5.57,5.83,5.87,5.56,5.77,10652055,2.5357000000000003,60283108,-8.072,1.798,262579.041744,233986.477194,2021-03-10
300227,光韵达,-0.779,10.19,10.4,10.42,10.14,10.27,6854354,1.8632,70164048,33.074,3.943,506306.956367,374870.549466,2021-03-10
300226,上海钢联,-0.758,52.4,53.0,53.1,51.58,52.8,995807,0.5428200000000001,51931359,46.171,7.735,1000476.4488,961280.50996,2021-03-10
300225,金力泰,-3.209,18.1,18.6,18.95,17.08,18.7,16111600,3.44789,291312822,282.813,9.034,885461.593,845792.44383,2021-03-10
300224,正海磁材,-0.549,12.67,12.92,13.01,12.41,12.74,17790414,2.19131,226305069,115.182,4.072,1039214.376452,1028630.023162,2021-03-10
300223,北京君正,-6.129,58.2,63.0,63.28,58.0,62.0,5622199,4.32526,337327077,199.725,3.347,2729448.42726,756513.81744,2021-03-10
300222,科大智能,-3.899,7.64,8.07,8.07,7.63,7.95,13793939,2.54355,106748796,-2.082,2.919,552954.23676,414325.54288,2021-03-10
300221,银禧科技,-1.5190000000000001,7.13,7.29,7.37,6.98,7.24,22890495,5.44991,163631634,356.5,2.983,320809.760419,299471.228324,2021-03-10
300220,金运激光,-7.298,13.21,14.28,14.65,13.14,14.25,4947485,3.28974,67472885,109.992,7.513,199735.2,198666.81483,2021-03-10
300219,鸿利智汇,-0.509,9.78,10.02,10.19,9.62,9.83,2932300,0.46715000000000007,28728716,-7.9510000000000005,3.6630000000000003,692368.748868,613885.875282,2021-03-10
300218,安利股份,-3.013,11.59,11.81,12.36,11.5,11.95,5481951,2.5347,65235388,35.368,2.417,251487.933,250664.340646,2021-03-10
300217,东方电热,-5.806,2.92,3.11,3.13,2.91,3.1,43167600,4.91011,128296659,-38.021,1.8,371860.162152,256714.208124,2021-03-10
300215,电科院,-2.5,5.85,6.04,6.11,5.84,6.0,5386439,0.9615800000000001,32149904,26.591,2.382,443618.654895,327697.20477,2021-03-10
300214,日科化学,-1.455,7.45,7.66,7.66,7.42,7.56,2141000,0.59153,16059307,15.204,1.65,317230.39743,269645.83789,2021-03-10
300213,佳讯飞鸿,-3.297,6.16,6.49,6.53,6.12,6.37,11709811,2.14502,73379945,23.692,1.689,367255.287168,336278.374432,2021-03-10
300212,易华录,-2.461,24.97,25.93,25.99,24.86,25.6,4576772,0.7419100000000001,115328339,34.738,4.795,1622163.372731,1540367.283466,2021-03-10
300211,亿通科技,-2.456,9.93,10.52,10.68,9.76,10.18,6286902,2.11697,62841237,325.574,6.565,300557.241189,294897.592011,2021-03-10
300210,森远股份,-3.016,4.18,4.35,4.41,4.16,4.31,6308900,1.61673,26726159,-6.333,2.215,202403.940354,163114.635618,2021-03-10
300209,天泽信息,-5.224,7.62,8.2,8.25,7.57,8.04,5193735,1.61759,40498288,26.793,0.802,322883.802288,244662.619386,2021-03-10
300208,青岛中程,1.453,10.47,10.26,10.75,9.96,10.32,29239685,4.2537,303362063,-29.914,4.477,784700.325,719701.855134,2021-03-10
300207,欣旺达,0.28800000000000003,20.9,21.61,22.08,20.8,20.84,21344524,1.51734,455416197,42.653,5.199,3290969.18854,2940015.15962,2021-03-10
300206,理邦仪器,-2.685,18.12,18.9,19.13,18.0,18.62,7301316,2.14468,134424546,80.142,5.773,1054079.984952,616873.77378,2021-03-10
300205,天喻信息,-3.675,7.34,7.65,7.82,7.31,7.62,4910481,1.15273,36527325,16.406,2.349,315661.104,312675.770392,2021-03-10
300204,舒泰神,-0.861,8.06,8.19,8.2,7.98,8.13,1064978,0.228,8578874,134.333,2.465,383683.842464,376473.301984,2021-03-10
300203,聚光科技,0.991,14.27,14.41,14.47,14.07,14.13,6630244,1.46678,94321337,158.556,1.913,645742.3298,645041.5301,2021-03-10
